tconst,title,primaryTitle,originalTitle,startYear,runtimeMinutes,genre1,genre2,primaryName
tt0096336,Story of Women,Story of Women,Une affaire de femmes,1988.0,108,Drama,Romance,Claude Chabrol
tt0080520,Cheech and Chong's Next Movie,Cheech and Chong's Next Movie,Cheech and Chong's Next Movie,1980.0,99,Comedy,Crime,Tommy Chong
tt0082163,Cheech & Chong's Nice Dreams,Nice Dreams,Nice Dreams,1981.0,88,Comedy,Crime,Tommy Chong
tt0082163,Nice Dreams,Nice Dreams,Nice Dreams,1981.0,88,Comedy,Crime,Tommy Chong
tt0086366,Still Smokin,Still Smokin,Still Smokin,1983.0,91,Comedy,Music,Tommy Chong
tt0087042,Cheech & Chong's the Corsican Brothers,Cheech & Chong's the Corsican Brothers,Cheech & Chong's The Corsican Brothers,1984.0,82,Comedy,,Tommy Chong
tt0080855,Paydirt,Heaven's Gate,Heaven's Gate,1980.0,219,Adventure,Drama,Michael Cimino
tt0080855,The Johnson County War,Heaven's Gate,Heaven's Gate,1980.0,219,Adventure,Drama,Michael Cimino
tt0080855,The Johnson County Wars,Heaven's Gate,Heaven's Gate,1980.0,219,Adventure,Drama,Michael Cimino
tt0080855,Heaven's Gate,Heaven's Gate,Heaven's Gate,1980.0,219,Adventure,Drama,Michael Cimino
tt0080855,Michael Cimino's Heaven's Gate,Heaven's Gate,Heaven's Gate,1980.0,219,Adventure,Drama,Michael Cimino
tt0090350,Year of the Dragon,Year of the Dragon,Year of the Dragon,1985.0,134,Action,Crime,Michael Cimino
tt0093966,The Sicilian,The Sicilian,The Sicilian,1987.0,115,Action,Crime,Michael Cimino
tt0092513,Adventures in Babysitting,Adventures in Babysitting,Adventures in Babysitting,1987.0,102,Adventure,Comedy,Chris Columbus
tt0095288,Heartbreak Hotel,Heartbreak Hotel,Heartbreak Hotel,1988.0,97,Comedy,Musical,Chris Columbus
tt0083652,Bill Cosby: Himself,Bill Cosby: Himself,Bill Cosby: Himself,1983.0,105,Comedy,Documentary,Bill Cosby
tt0083652,"Bill Cosby, Himself",Bill Cosby: Himself,Bill Cosby: Himself,1983.0,105,Comedy,Documentary,Bill Cosby
tt0098258,Say Anything,Say Anything,Say Anything...,1989.0,100,Comedy,Drama,Cameron Crowe
tt0098258,...Say Anything...,Say Anything,Say Anything...,1989.0,100,Comedy,Drama,Cameron Crowe
tt0081727,Sex and Black Magic,Orgasmo nero,Orgasmo nero,1980.0,90,Drama,Horror,Joe D'Amato
tt0082479,Anthropophagus: The Grim Reaper,Antropophagus,Antropophagus,1980.0,92,Horror,,Joe D'Amato
tt0082479,The Grim Reaper,Antropophagus,Antropophagus,1980.0,92,Horror,,Joe D'Amato
tt0082479,The Zombie's Rage,Antropophagus,Antropophagus,1980.0,92,Horror,,Joe D'Amato
tt0084028,Monster Hunter,Absurd,Rosso sangue,1981.0,96,Horror,,Joe D'Amato
tt0084028,Absurd,Absurd,Rosso sangue,1981.0,96,Horror,,Joe D'Amato
tt0084028,Horrible,Absurd,Rosso sangue,1981.0,96,Horror,,Joe D'Amato
tt0085183,"Ator, the Fighting Eagle","Ator, the Fighting Eagle",Ator l'invincibile,1982.0,98,Action,Adventure,Joe D'Amato
tt0086868,The Alcove,L'alcova,L'alcova,1985.0,86,Drama,Romance,Joe D'Amato
tt0086972,The Blade Master,The Blade Master,Ator 2: L'invincibile Orion,1982.0,92,Action,Adventure,Joe D'Amato
tt0086972,Cave Dwellers,The Blade Master,Ator 2: L'invincibile Orion,1982.0,92,Action,Adventure,Joe D'Amato
tt0089091,Endgame,Endgame - Bronx lotta finale,Endgame - Bronx lotta finale,1983.0,98,Action,Sci-Fi,Joe D'Amato
tt0091002,"Eleven Days, Eleven Nights","Eleven Days, Eleven Nights","Eleven Days, Eleven Nights",1987.0,101,Drama,Romance,Joe D'Amato
tt0097662,Kill Me Again,Kill Me Again,Kill Me Again,1989.0,94,Action,Crime,John Dahl
tt0082533,The Howling,The Howling,The Howling,1981.0,91,Horror,,Joe Dante
tt0087363,Gremlins,Gremlins,Gremlins,1984.0,106,Comedy,Fantasy,Joe Dante
tt0089114,Explorers,Explorers,Explorers,1985.0,109,Adventure,Comedy,Joe Dante
tt0093260,Innerspace,Innerspace,Innerspace,1987.0,120,Action,Adventure,Joe Dante
tt0096734,The 'Burbs,The 'Burbs,The 'Burbs,1989.0,102,Comedy,Mystery,Joe Dante
tt0096734,Life in the Burbs,The 'Burbs,The 'Burbs,1989.0,102,Comedy,Mystery,Joe Dante
tt0082379,Carnivore,The Final Terror,The Final Terror,1983.0,82,Horror,,Andrew Davis
tt0082379,Three Blind Mice,The Final Terror,The Final Terror,1983.0,82,Horror,,Andrew Davis
tt0082379,The Creeper,The Final Terror,The Final Terror,1983.0,82,Horror,,Andrew Davis
tt0082379,The Final Terror,The Final Terror,The Final Terror,1983.0,82,Horror,,Andrew Davis
tt0082379,Bump in the Night,The Final Terror,The Final Terror,1983.0,82,Horror,,Andrew Davis
tt0088936,Dirty Harry IV: Code of Silence,Code of Silence,Code of Silence,1985.0,101,Action,Crime,Andrew Davis
tt0088936,Code of Silence,Code of Silence,Code of Silence,1985.0,101,Action,Crime,Andrew Davis
tt0094602,Above the Law,Above the Law,Above the Law,1988.0,99,Action,Crime,Andrew Davis
tt0098051,The Package,The Package,The Package,1989.0,108,Action,Crime,Andrew Davis
tt0082935,To Kill a Cop,Pour la peau d'un flic,Pour la peau d'un flic,1981.0,105,Action,Crime,Alain Delon
tt0081150,Melvin (and Howard),Melvin and Howard,Melvin and Howard,1980.0,95,Comedy,Drama,Jonathan Demme
tt0081150,The Melvin Dummar Story,Melvin and Howard,Melvin and Howard,1980.0,95,Comedy,Drama,Jonathan Demme
tt0081150,Melvin and Howard,Melvin and Howard,Melvin and Howard,1980.0,95,Comedy,Drama,Jonathan Demme
tt0088178,Stop Making Sense,Stop Making Sense,Stop Making Sense,1984.0,88,Documentary,Music,Jonathan Demme
tt0088213,Swing Shift,Swing Shift,Swing Shift,1984.0,100,Drama,Romance,Jonathan Demme
tt0091983,Something Wild,Something Wild,Something Wild,1986.0,114,Comedy,Crime,Jonathan Demme
tt0094089,Spalding Gray's Swimming to Cambodia,Swimming to Cambodia,Swimming to Cambodia,1987.0,85,Comedy,Drama,Jonathan Demme
tt0094089,Swimming to Cambodia,Swimming to Cambodia,Swimming to Cambodia,1987.0,85,Comedy,Drama,Jonathan Demme
tt0095593,Married to the Mob,Married to the Mob,Married to the Mob,1988.0,104,Comedy,Crime,Jonathan Demme
tt0082363,And Once Upon a Love,Fantasies,Fantasies,1981.0,81,Drama,Romance,John Derek
tt0082363,Fantasies,Fantasies,Fantasies,1981.0,81,Drama,Romance,John Derek
tt0082363,And Once Upon a Time,Fantasies,Fantasies,1981.0,81,Drama,Romance,John Derek
tt0083170,"Tarzan, the Ape Man - Me Jane",Tarzan the Ape Man,Tarzan the Ape Man,1981.0,115,Adventure,Drama,John Derek
tt0083170,Tarzan the Ape Man,Tarzan the Ape Man,Tarzan the Ape Man,1981.0,115,Adventure,Drama,John Derek
tt0083170,"Tarzan, the Ape Man",Tarzan the Ape Man,Tarzan the Ape Man,1981.0,115,Adventure,Drama,John Derek
tt0086987,Bolero,Bolero,Bolero,1984.0,105,Comedy,Drama,John Derek
tt0099656,Ghosts Can't Do It,Ghosts Can't Do It,Ghosts Can't Do It,1989.0,90,Comedy,Crime,John Derek
tt0080928,Inside Moves,Inside Moves,Inside Moves,1980.0,113,Comedy,Drama,Richard Donner
tt0084809,The Toy,The Toy,The Toy,1982.0,102,Comedy,,Richard Donner
tt0089218,The Goonies,The Goonies,The Goonies,1985.0,114,Adventure,Comedy,Richard Donner
tt0089457,Ladyhawke,Ladyhawke,Ladyhawke,1985.0,121,Adventure,Comedy,Richard Donner
tt0093409,Lethal Weapon,Lethal Weapon,Lethal Weapon,1987.0,109,Action,Crime,Richard Donner
tt0096061,Scrooged,Scrooged,Scrooged,1988.0,101,Comedy,Drama,Richard Donner
tt0096061,Scrooge: A Christmas Carol,Scrooged,Scrooged,1988.0,101,Comedy,Drama,Richard Donner
tt0097733,Lethal Weapon 2,Lethal Weapon 2,Lethal Weapon 2,1989.0,114,Action,Crime,Richard Donner
tt0097733,Play Dirty,Lethal Weapon 2,Lethal Weapon 2,1989.0,114,Action,Crime,Richard Donner
tt0083015,The S.O.B.,S.O.B.,S.O.B.,1981.0,122,Comedy,Drama,Blake Edwards
tt0083015,S.O.B.,S.O.B.,S.O.B.,1981.0,122,Comedy,Drama,Blake Edwards
tt0084814,Trail of the Pink Panther,Trail of the Pink Panther,Trail of the Pink Panther,1982.0,96,Comedy,Crime,Blake Edwards
tt0084865,Victor Victoria,Victor Victoria,Victor Victoria,1982.0,134,Comedy,Music,Blake Edwards
tt0085384,Curse of the Pink Panther,Curse of the Pink Panther,Curse of the Pink Panther,1983.0,109,Comedy,Crime,Blake Edwards
tt0085891,The Man Who Loved Women,The Man Who Loved Women,The Man Who Loved Women,1983.0,110,Comedy,Drama,Blake Edwards
tt0087718,Mickey + Maude,Micki + Maude,Micki + Maude,1984.0,118,Comedy,Romance,Blake Edwards
tt0087718,Mickey and Maude,Micki + Maude,Micki + Maude,1984.0,118,Comedy,Romance,Blake Edwards
tt0087718,Micki + Maude,Micki + Maude,Micki + Maude,1984.0,118,Comedy,Romance,Blake Edwards
tt0091051,Blake Edwards' A Fine Mess,A Fine Mess,A Fine Mess,1986.0,90,Action,Comedy,Blake Edwards
tt0091051,A Fine Mess,A Fine Mess,A Fine Mess,1986.0,90,Action,Comedy,Blake Edwards
tt0092079,Blake Edwards' That's Life!,That's Life!,That's Life!,1986.0,102,Comedy,Drama,Blake Edwards
tt0092079,Crisis,That's Life!,That's Life!,1986.0,102,Comedy,Drama,Blake Edwards
tt0092079,That's Life!,That's Life!,That's Life!,1986.0,102,Comedy,Drama,Blake Edwards
tt0092666,Blind Date,Blind Date,Blind Date,1987.0,95,Comedy,Romance,Blake Edwards
tt0092666,Blake Edwards' Blind Date,Blind Date,Blind Date,1987.0,95,Comedy,Romance,Blake Edwards
tt0096193,Sunset,Sunset,Sunset,1988.0,102,Crime,Mystery,Blake Edwards
tt0096193,Catalina,Sunset,Sunset,1988.0,102,Crime,Mystery,Blake Edwards
tt0098343,Changes,Skin Deep,Skin Deep,1989.0,101,Comedy,Drama,Blake Edwards
tt0098343,Skin Deep,Skin Deep,Skin Deep,1989.0,101,Comedy,Drama,Blake Edwards
tt0088008,Roadhouse 66,Roadhouse 66,Roadhouse 66,1984.0,90,Action,Comedy,John Mark Robinson
tt0082671,Lola,Lola,Lola,1981.0,115,Drama,Romance,Rainer Werner Fassbinder
tt0084565,Querelle,Querelle,Querelle,1982.0,108,Drama,,Rainer Werner Fassbinder
tt0084654,Veronika Voss,Veronika Voss,Die Sehnsucht der Veronika Voss,1982.0,104,Drama,,Rainer Werner Fassbinder
tt0080917,In God We Tru$t (or Gimme That Prime Time Religion),In God We Trust (or Gimme That Prime Time Religion),In God We Tru$t,1980.0,97,Comedy,,Marty Feldman
tt0080917,In God We Trust (or Gimme That Prime Time Religion),In God We Trust (or Gimme That Prime Time Religion),In God We Tru$t,1980.0,97,Comedy,,Marty Feldman
tt0080917,In God We Trust,In God We Trust (or Gimme That Prime Time Religion),In God We Tru$t,1980.0,97,Comedy,,Marty Feldman
tt0080917,In God We Tru$t,In God We Trust (or Gimme That Prime Time Religion),In God We Tru$t,1980.0,97,Comedy,,Marty Feldman
tt0082776,Ms .45,Ms .45,Ms .45,1981.0,80,Crime,Drama,Abel Ferrara
tt0087247,Fear City,Fear City,Fear City,1984.0,95,Crime,Drama,Abel Ferrara
tt0092751,China Girl,China Girl,China Girl,1987.0,90,Crime,Drama,Abel Ferrara
tt0097028,Cat Chaser,Cat Chaser,Cat Chaser,1989.0,90,Crime,Drama,Abel Ferrara
tt0096180,Stormy Monday,Stormy Monday,Stormy Monday,1988.0,93,Crime,Drama,Mike Figgis
tt0087983,Reckless,Reckless,Reckless,1984.0,90,Comedy,Drama,James Foley
tt0090670,At Close Range,At Close Range,At Close Range,1986.0,111,Crime,Drama,James Foley
tt0094321,Who's That Girl,Who's That Girl,Who's That Girl,1987.0,92,Comedy,Music,James Foley
tt0094321,Slammer,Who's That Girl,Who's That Girl,1987.0,92,Comedy,Music,James Foley
tt0082970,Ragtime,Ragtime,Ragtime,1981.0,155,Drama,,Milos Forman
tt0086879,Amadeus: The Director's Cut,Amadeus,Amadeus,1984.0,160,Biography,Drama,Milos Forman
tt0086879,Amadeus,Amadeus,Amadeus,1984.0,160,Biography,Drama,Milos Forman
tt0086879,Peter Shaffer's Amadeus: Director's Cut,Amadeus,Amadeus,1984.0,160,Biography,Drama,Milos Forman
tt0098575,Valmont,Valmont,Valmont,1989.0,137,Drama,Romance,Milos Forman
tt0089287,Hollywood Harry,Hollywood Harry,Hollywood Harry,1986.0,98,Comedy,Crime,Robert Forster
tt0078053,Two Female Spies with Flowered Panties,Ópalo de fuego: Mercaderes del sexo,Ópalo de fuego: Mercaderes del sexo,1980.0,96,Thriller,,Jesús Franco
tt0080486,Sexo Cannibal,Devil Hunter,El caníbal,1980.0,102,Horror,,Jesús Franco
tt0081057,The Story of Linda,Linda,Linda,1981.0,88,Adventure,Crime,Jesús Franco
tt0081057,Linda,Linda,Linda,1981.0,88,Adventure,Crime,Jesús Franco
tt0081057,Captive Women,Linda,Linda,1981.0,88,Adventure,Crime,Jesús Franco
tt0081519,Erotic Symphony,Erotic Symphony,Sinfonía erótica,1980.0,91,Crime,Drama,Jesús Franco
tt0082166,The Girls of the Copacabana,Les filles de Copacabana,Les filles de Copacabana,1981.0,95,Comedy,,Jesús Franco
tt0082345,Wicked Memoirs of Eugenie,Wicked Memoirs of Eugenie,Eugenie (Historia de una perversión),1980.0,96,Drama,,Jesús Franco
tt0083019,Hellhole Women,Hellhole Women,Sadomania - Hölle der Lust,1981.0,102,Action,Crime,Jesús Franco
tt0083058,Sex Is Crazy,Sex Is Crazy,El sexo está loco,1981.0,91,Comedy,,Jesús Franco
tt0084449,Emmanuelle Exposed,Emmanuelle Exposed,Las orgías inconfesables de Emmanuelle,1982.0,85,Drama,,Jesús Franco
tt0084449,Emmanuelle Forever,Emmanuelle Exposed,Las orgías inconfesables de Emmanuelle,1982.0,85,Drama,,Jesús Franco
tt0085582,Cries of Pleasure,Cries of Pleasure,Gemidos de placer,1983.0,86,Thriller,,Jesús Franco
tt0086020,Night of Open Sex,Night of Open Sex,La noche de los sexos abiertos,1983.0,94,Mystery,Thriller,Jesús Franco
tt0086334,Alone Against Terror,Alone Against Terror,Sola ante el terror,1983.0,90,Horror,,Jesús Franco
tt0086486,Oasis of the Zombies,Oasis of the Zombies,La tumba de los muertos vivientes,1982.0,82,Horror,,Jesús Franco
tt0086486,Oasis of the Living Dead,Oasis of the Zombies,La tumba de los muertos vivientes,1982.0,82,Horror,,Jesús Franco
tt0087723,Night Has a Thousand Desires,Night Has a Thousand Desires,Mil sexos tiene la noche,1984.0,92,Horror,Thriller,Jesús Franco
tt0087723,"Night of 1,000 Sexes",Night Has a Thousand Desires,Mil sexos tiene la noche,1984.0,92,Horror,Thriller,Jesús Franco
tt0088122,The Sinister Dr. Orloff,El siniestro doctor Orloff,El siniestro doctor Orloff,1984.0,87,Horror,,Jesús Franco
tt0088460,Is Cobra a Spy?,¿Cuánto cobra un espía?,¿Cuánto cobra un espía?,1984.0,86,Action,Comedy,Jesús Franco
tt0089105,The White Slave,La esclava blanca,La esclava blanca,1985.0,87,Horror,Thriller,Jesús Franco
tt0089388,Dirty Game in Casablanca,Dirty Game in Casablanca,Juego sucio en Casablanca,1985.0,98,Action,Thriller,Jesús Franco
tt0089547,Mansion of the Living Dead,La mansión de los muertos vivientes,La mansión de los muertos vivientes,1982.0,97,Horror,,Jesús Franco
tt0092979,Slave of Crime,Slave of Crime,Esclavas del crimen,1987.0,90,Action,,Jesús Franco
tt0094950,Dark Mission: Evil Flowers,Dark Mission: Evil Flowers,Dark Mission: Flowers of Evil,1988.0,85,Action,Adventure,Jesús Franco
tt0094950,Flowers of Evil,Dark Mission: Evil Flowers,Dark Mission: Flowers of Evil,1988.0,85,Action,Adventure,Jesús Franco
tt0095125,Faceless,Faceless,Faceless,1987.0,98,Horror,Thriller,Jesús Franco
tt0096877,Esmeralda Bay,Esmeralda Bay,La bahía esmeralda,1989.0,90,Action,Drama,Jesús Franco
tt0083726,The Challenge,The Challenge,The Challenge,1982.0,113,Action,Drama,John Frankenheimer
tt0089283,The Holcroft Covenant,The Holcroft Covenant,The Holcroft Covenant,1985.0,112,Action,Crime,John Frankenheimer
tt0090567,52 Pick-Up,52 Pick-Up,52 Pick-Up,1986.0,110,Crime,Drama,John Frankenheimer
tt0097166,Dead-Bang,Dead Bang,Dead Bang,1989.0,102,Action,Crime,John Frankenheimer
tt0097166,Dead Bang,Dead Bang,Dead Bang,1989.0,102,Action,Crime,John Frankenheimer
tt0087414,The Hit,The Hit,The Hit,1984.0,98,Crime,Drama,Stephen Frears
tt0091578,My Beautiful Laundrette,My Beautiful Laundrette,My Beautiful Laundrette,1985.0,97,Comedy,Drama,Stephen Frears
tt0093776,Prick Up Your Ears,Prick Up Your Ears,Prick Up Your Ears,1987.0,105,Biography,Drama,Stephen Frears
tt0093913,Sammy and Rosie Get Laid,Sammy and Rosie Get Laid,Sammy and Rosie Get Laid,1987.0,101,Comedy,Drama,Stephen Frears
tt0094947,Dangerous Liaisons,Dangerous Liaisons,Dangerous Liaisons,1988.0,119,Drama,Romance,Stephen Frears
tt0080569,William Friedkin's Cruising,Cruising,Cruising,1980.0,102,Crime,Drama,William Friedkin
tt0080569,Cruising,Cruising,Cruising,1980.0,102,Crime,Drama,William Friedkin
tt0085412,Deal of the Century,Deal of the Century,Deal of the Century,1983.0,99,Comedy,Crime,William Friedkin
tt0090180,To Live and Die in L.A.,To Live and Die in L.A.,To Live and Die in L.A.,1985.0,116,Action,Crime,William Friedkin
tt0095958,Rampage,Rampage,Rampage,1987.0,97,Drama,Thriller,William Friedkin
tt0080469,Breaking Glass,Breaking Glass,Breaking Glass,1980.0,104,Drama,Musical,Brian Gibson
tt0091778,Poltergeist II: The Other Side,Poltergeist II: The Other Side,Poltergeist II: The Other Side,1986.0,91,Horror,,Brian Gibson
tt0091778,Poltergeist II,Poltergeist II: The Other Side,Poltergeist II: The Other Side,1986.0,91,Horror,,Brian Gibson
tt0090693,Band of the Hand,Band of the Hand,Band of the Hand,1986.0,109,Action,Crime,Paul Michael Glaser
tt0093894,The Running Man,The Running Man,The Running Man,1987.0,101,Action,Sci-Fi,Paul Michael Glaser
tt0096926,The Big Picture,The Big Picture,The Big Picture,1989.0,100,Comedy,Drama,Christopher Guest
tt0091313,Born American,Born American,Born American,1986.0,97,Action,Drama,Renny Harlin
tt0095742,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,1988.0,93,Horror,,Renny Harlin
tt0095904,Prison,Prison,Prison,1987.0,102,Crime,Drama,Renny Harlin
tt0100842,The Unbelievable Truth,The Unbelievable Truth,The Unbelievable Truth,1989.0,90,Comedy,Drama,Hal Hartley
tt0082474,The Muppet Movie II,The Great Muppet Caper,The Great Muppet Caper,1981.0,97,Adventure,Comedy,Jim Henson
tt0091369,Labyrinth,Labyrinth,Labyrinth,1986.0,101,Adventure,Family,Jim Henson
tt0083946,Fitzcarraldo,Fitzcarraldo,Fitzcarraldo,1982.0,158,Adventure,Drama,Werner Herzog
tt0088412,Where the Green Ants Dream,Where the Green Ants Dream,Wo die grünen Ameisen träumen,1984.0,100,Drama,,Werner Herzog
tt0094888,Cobra Verde,Cobra Verde,Cobra Verde,1987.0,111,Adventure,Drama,Werner Herzog
tt0084917,The World According to Garp,The World According to Garp,The World According to Garp,1982.0,136,Comedy,Drama,George Roy Hill
tt0087629,The Little Drummer Girl,The Little Drummer Girl,The Little Drummer Girl,1984.0,130,Thriller,,George Roy Hill
tt0095188,Funny Farm,Funny Farm,Funny Farm,1988.0,101,Comedy,,George Roy Hill
tt0085454,The World of Don Camillo,The World of Don Camillo,Don Camillo,1984.0,126,Action,Comedy,Terence Hill
tt0081071,Outlaws,The Long Riders,The Long Riders,1980.0,100,Biography,Crime,Walter Hill
tt0081071,Bandit Kings,The Long Riders,The Long Riders,1980.0,100,Biography,Crime,Walter Hill
tt0081071,The James Family,The Long Riders,The Long Riders,1980.0,100,Biography,Crime,Walter Hill
tt0081071,The Long Riders,The Long Riders,The Long Riders,1980.0,100,Biography,Crime,Walter Hill
tt0083111,The Prey,Southern Comfort,Southern Comfort,1981.0,106,Action,Thriller,Walter Hill
tt0083111,Southern Comfort,Southern Comfort,Southern Comfort,1981.0,106,Action,Thriller,Walter Hill
tt0083511,Forty Eight Hours,48 Hrs.,48 Hrs.,1982.0,96,Action,Comedy,Walter Hill
tt0083511,48 Hours,48 Hrs.,48 Hrs.,1982.0,96,Action,Comedy,Walter Hill
tt0083511,48 Hrs.,48 Hrs.,48 Hrs.,1982.0,96,Action,Comedy,Walter Hill
tt0088194,Streets of Fire: A Rock & Roll Fable,Streets of Fire,Streets of Fire,1984.0,93,Action,Crime,Walter Hill
tt0088194,Streets of Fire,Streets of Fire,Streets of Fire,1984.0,93,Action,Crime,Walter Hill
tt0088850,Brewster's Millions,Brewster's Millions,Brewster's Millions,1985.0,102,Comedy,,Walter Hill
tt0090888,Crossroads,Crossroads,Crossroads,1986.0,99,Drama,Music,Walter Hill
tt0092997,Extreme Prejudice,Extreme Prejudice,Extreme Prejudice,1987.0,96,Action,Crime,Walter Hill
tt0095963,Dimitri,Red Heat,Red Heat,1988.0,104,Action,Comedy,Walter Hill
tt0095963,Red Heat,Red Heat,Red Heat,1988.0,104,Action,Comedy,Walter Hill
tt0097626,Johnny Handsome,Johnny Handsome,Johnny Handsome,1989.0,94,Crime,Drama,Walter Hill
tt0084539,Privileged,Privileged,Privileged,1982.0,96,Comedy,Drama,Michael Hoffman
tt0095916,Promised Land,Promised Land,Promised Land,1987.0,102,Drama,,Michael Hoffman
tt0098356,Some Girls,Some Girls,Some Girls,1988.0,94,Comedy,Drama,Michael Hoffman
tt0082427,The Funhouse,The Funhouse,The Funhouse,1981.0,96,Horror,,Tobe Hooper
tt0084516,Poltergeist,Poltergeist,Poltergeist,1982.0,114,Horror,Thriller,Tobe Hooper
tt0089489,Space Intruders,Lifeforce,Lifeforce,1985.0,101,Action,Horror,Tobe Hooper
tt0089489,Space Vampires,Lifeforce,Lifeforce,1985.0,101,Action,Horror,Tobe Hooper
tt0089489,Lifeforce,Lifeforce,Lifeforce,1985.0,101,Action,Horror,Tobe Hooper
tt0091276,Invaders from Mars,Invaders from Mars,Invaders from Mars,1986.0,100,Horror,Sci-Fi,Tobe Hooper
tt0092076,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986.0,101,Comedy,Horror,Tobe Hooper
tt0092076,The Texas Chainsaw Massacre II,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986.0,101,Comedy,Horror,Tobe Hooper
tt0092076,The Texas Chainsaw Massacre Part 2,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986.0,101,Comedy,Horror,Tobe Hooper
tt0095951,The Raggedy Rawney,The Raggedy Rawney,The Raggedy Rawney,1988.0,103,Drama,Romance,Bob Hoskins
tt0083284,Escape to Victory,Victory,Victory,1981.0,116,Drama,Sport,John Huston
tt0083284,Victory,Victory,Victory,1981.0,116,Drama,Sport,John Huston
tt0083564,Annie,Annie,Annie,1982.0,126,Comedy,Drama,John Huston
tt0088322,Under the Volcano,Under the Volcano,Under the Volcano,1984.0,112,Drama,,John Huston
tt0089841,Prizzi's Honor,Prizzi's Honor,Prizzi's Honor,1985.0,130,Comedy,Crime,John Huston
tt0092843,John Huston's The Dead,The Dead,The Dead,1987.0,83,Drama,,John Huston
tt0082869,Outland,Outland,Outland,1981.0,109,Action,Crime,Peter Hyams
tt0086356,The Star Chamber,The Star Chamber,The Star Chamber,1983.0,109,Crime,Drama,Peter Hyams
tt0086837,2010: Odyssey Two,2010,2010: The Year We Make Contact,1984.0,116,Adventure,Mystery,Peter Hyams
tt0086837,2010: The Year We Make Contact,2010,2010: The Year We Make Contact,1984.0,116,Adventure,Mystery,Peter Hyams
tt0086837,2010,2010,2010: The Year We Make Contact,1984.0,116,Adventure,Mystery,Peter Hyams
tt0091875,Running Scared,Running Scared,Running Scared,1986.0,107,Action,Comedy,Peter Hyams
tt0095897,The Presidio,The Presidio,The Presidio,1988.0,97,Action,Crime,Peter Hyams
tt0092610,Bad Taste,Bad Taste,Bad Taste,1987.0,91,Comedy,Horror,Peter Jackson
tt0097858,Meet the Feebles,Meet the Feebles,Meet the Feebles,1989.0,97,Comedy,Music,Peter Jackson
tt0093727,Personal Services,Personal Services,Personal Services,1987.0,105,Comedy,,Terry Jones
tt0097289,Erik the Viking,Erik the Viking,Erik the Viking,1989.0,107,Adventure,Comedy,Terry Jones
tt0083560,Danny Boy,Angel,Angel,1982.0,90,Drama,Music,Neil Jordan
tt0087075,The Company of Wolves,The Company of Wolves,The Company of Wolves,1984.0,95,Drama,Fantasy,Neil Jordan
tt0091538,Mona Lisa,Mona Lisa,Mona Lisa,1986.0,104,Crime,Drama,Neil Jordan
tt0095304,High Spirits,High Spirits,High Spirits,1988.0,99,Comedy,Fantasy,Neil Jordan
tt0098625,We're No Angels,We're No Angels,We're No Angels,1989.0,106,Comedy,Crime,Neil Jordan
tt0093578,Mr. India,Mr. India,Mr. India,1987.0,179,Action,Comedy,Shekhar Kapur
tt0082089,Body Heat,Body Heat,Body Heat,1981.0,113,Crime,Drama,Lawrence Kasdan
tt0085244,The Big Chill,The Big Chill,The Big Chill,1983.0,105,Comedy,Drama,Lawrence Kasdan
tt0090022,Silverado,Silverado,Silverado,1985.0,133,Action,Crime,Lawrence Kasdan
tt0094606,The Accidental Tourist,The Accidental Tourist,The Accidental Tourist,1988.0,121,Drama,Romance,Lawrence Kasdan
tt0092809,The Well,The Curse,The Curse,1987.0,92,Horror,Sci-Fi,David Keith
tt0092809,The Farm,The Curse,The Curse,1987.0,92,Horror,Sci-Fi,David Keith
tt0095189,Scarifice,The Further Adventures of Tennessee Buck,The Further Adventures of Tennessee Buck,1988.0,88,Action,Adventure,David Keith
tt0084549,Blind Chance,Blind Chance,Przypadek,1987.0,114,Drama,,Krzysztof Kieslowski
tt0086961,No End,No End,Bez konca,1985.0,107,Drama,Romance,Krzysztof Kieslowski
tt0095467,A Short Film About Love,A Short Film About Love,Krótki film o milosci,1988.0,87,Drama,Romance,Krzysztof Kieslowski
tt0095468,A Short Film About Killing,A Short Film About Killing,Krótki film o zabijaniu,1988.0,84,Crime,Drama,Krzysztof Kieslowski
tt0098360,Violent Cop,Violent Cop,"Sono otoko, kyôbô ni tsuki",1989.0,103,Action,Crime,Takeshi Kitano
tt0097223,Time of the Gypsies,Time of the Gypsies,Dom za vesanje,1988.0,142,Comedy,Crime,Emir Kusturica
tt0088034,Sam's Son,Sam's Son,Sam's Son,1984.0,104,Drama,,Michael Landon
tt0088034,Throw It,Sam's Son,Sam's Son,1984.0,104,Drama,,Michael Landon
tt0087843,Once Upon a Time in America,Once Upon a Time in America,Once Upon a Time in America,1984.0,229,Crime,Drama,Sergio Leone
tt0083833,Diner,Diner,Diner,1982.0,110,Comedy,Drama,Barry Levinson
tt0087781,The Natural,The Natural,The Natural,1984.0,138,Drama,Sport,Barry Levinson
tt0090357,Young Sherlock Holmes and the Pyramid of Fear,Young Sherlock Holmes,Young Sherlock Holmes,1985.0,109,Adventure,Fantasy,Barry Levinson
