tconst,title,primaryTitle,originalTitle,startYear,runtimeMinutes,genre1,genre2,primaryName
tt0080785,Getting Wasted,Getting Wasted,Getting Wasted,1980.0,98,Comedy,,Paul Frizler
tt0080785,Soft Explosion,Getting Wasted,Getting Wasted,1980.0,98,Comedy,,Paul Frizler
tt0281138,Rock in Reykjavik,Rock in Reykjavik,Rokk í Reykjavík,1982.0,83,Documentary,Music,Friðrik Þór Friðriksson
tt0093854,Return to Horror High,Return to Horror High,Return to Horror High,1987.0,95,Comedy,Horror,Bill Froehlich
tt8364044,Mickey Thompson: Man in the Steel Cage,Mickey Thompson: Man in the Steel Cage,Mickey Thompson: Man in the Steel Cage,1985.0,\N,Documentary,Sport,Lee Frost
tt0090706,"Good Weather, But Stormy Late This Afternoon","Good Weather, But Stormy Late This Afternoon",Beau temps mais orageux en fin de journée,1986.0,85,Comedy,,Gérard Frot-Coutaz
tt0083976,Funeral Home,Funeral Home,Cries in the Night,1980.0,93,Horror,Thriller,William Fruet
tt0086349,Death Bite,Spasms,Spasms,1983.0,90,Horror,Sci-Fi,William Fruet
tt0086349,Spasms,Spasms,Spasms,1983.0,90,Horror,Sci-Fi,William Fruet
tt0091338,Fool's Night,Killer Party,Killer Party,1986.0,91,Comedy,Horror,William Fruet
tt0091338,The April Fool,Killer Party,Killer Party,1986.0,91,Comedy,Horror,William Fruet
tt0092677,Insect,Blue Monkey,Blue Monkey,1987.0,96,Horror,,William Fruet
tt0125308,Chatwill's Verdict,"Baker County, U.S.A.",Trapped,1982.0,95,Thriller,,William Fruet
tt0125308,"Baker County, U.S.A.","Baker County, U.S.A.",Trapped,1982.0,95,Thriller,,William Fruet
tt0173771,Document of the Dead,Document of the Dead,Document of the Dead,1980.0,102,Documentary,Horror,Roy Frumkes
tt0173771,The Definitive Document of the Dead,Document of the Dead,Document of the Dead,1980.0,102,Documentary,Horror,Roy Frumkes
tt8105910,Burt's Bikers,Burt's Bikers,Burt's Bikers,1981.0,54,Documentary,,Roy Frumkes
tt0391904,Nun in Rope Hell,Nun in Rope Hell,Dan Oniroku: Shûdô onna nawa jigoku,1984.0,69,Adult,,Katsuhiko Fujii
tt2884318,Horny Working Girl: From 5 to 9,Horny Working Girl: From 5 to 9,Onna shinnyû-shain: 5-ji kara 9-ji made,1982.0,66,Comedy,,Katsuhiko Fujii
tt0223079,Double Bed,Double Bed,Daburu beddo,1983.0,102,Drama,,Toshiya Fujita
tt0241618,The Miracle of Umitsubame Joe,The Miracle of Umitsubame Joe,Umitsubame Jyo no kiseki,1984.0,133,Action,Crime,Toshiya Fujita
tt0329141,Beyond the Shining Sea,Beyond the Shining Sea,Hakô kirameku hate,1986.0,128,Drama,Romance,Toshiya Fujita
tt0227487,Nympho Diver: G-String Festival,Nympho Diver: G-String Festival,Shikijô ama: Fundoshi matsuri,1981.0,69,Comedy,,Atsushi Fujiura
tt3054752,Horny Diver: Tight Shellfish,Horny Diver: Tight Shellfish,Zetsurin ama: Shimari-gai,1985.0,69,Drama,,Atsushi Fujiura
tt0080768,The End,Day of Resurrection,Fukkatsu no hi,1980.0,156,Adventure,Drama,Kinji Fukasaku
tt0080768,Day of Resurrection,Day of Resurrection,Fukkatsu no hi,1980.0,156,Adventure,Drama,Kinji Fukasaku
tt0082699,Samurai Reincarnation,Samurai Reincarnation,Makai tenshô,1981.0,122,Action,Fantasy,Kinji Fukasaku
tt0086244,Legend of the Eight Samurai,Legend of the Eight Samurai,Satomi hakken-den,1983.0,133,Adventure,Drama,Kinji Fukasaku
tt0183165,Sure-Fire Death 4: We Will Avenge You,Hissatsu 4: Urami harashimasu,Hissatsu 4: Urami harashimasu,1987.0,131,Drama,,Kinji Fukasaku
tt0322118,Lovers Lost,Lovers Lost,Dôtonborigawa,1982.0,123,Drama,Romance,Kinji Fukasaku
tt5209534,Battles Without Honor and Humanity: The Complete Saga,Battles Without Honor and Humanity: The Complete Saga,Jingi naki tatakai: Sôshûhen,1980.0,224,Crime,,Kinji Fukasaku
tt0094050,Stranded,Stranded,Stranded,1987.0,80,Sci-Fi,,Fleming B. Fuller
tt0251851,"Mom, I Want to Come Home Now","Mom, I Want to Come Home Now","Mom, I Want to Come Home Now",1980.0,57,Documentary,,Fleming B. Fuller
tt0089685,Night Magic,Night Magic,Night Magic,1985.0,95,Fantasy,Musical,Lewis Furey
tt0083124,Station,Station,Eki,1981.0,132,Drama,,Yasuo Furuhata
tt0314216,Love,Izakaya Chôji,Izakaya Chôji,1983.0,126,Drama,,Yasuo Furuhata
tt0332580,Buddies,Buddies,A un,1989.0,114,Drama,Romance,Yasuo Furuhata
tt0173907,The Man Who Wasn't There,The Man Who Wasn't There,L'homme qui n'était pas là,1987.0,85,Thriller,,René Féret
tt0087676,A Man Like Eva,A Man Like Eva,Ein Mann wie EVA,1984.0,92,Biography,Drama,Radu Gabrea
tt0096959,Jealous Eyes,Jealous Eyes,Spogliando Valeria,1989.0,92,Romance,Thriller,Bruno Gaburro
tt0097914,Fashion Crimes,Fashion Crimes,La morte è di moda,1989.0,80,Mystery,Thriller,Bruno Gaburro
tt0087270,Fleshburn,Fleshburn,Fleshburn,1984.0,90,Thriller,,George Gage
tt4077102,Lady America,Lady America,Lady America,1986.0,52,Drama,,Nick Gaitatjis
tt0082006,An American Adventure,An American Adventure,An American Adventure,1981.0,\N,Documentary,,Timothy Galfas
tt0098505,Hell's Trap,Hell's Trap,Trampa infernal,1989.0,77,Horror,Thriller,Pedro Galindo III
tt0086056,"Gold, Silver, Death","Oro, Plata, Mata","Oro, Plata, Mata",1982.0,194,Drama,War,Peque Gallaga
tt6278694,Dead Silence,Dead Silence,Dead Silence,1989.0,62,Horror,,Hugh Gallagher
tt0078834,Beach House,Beach House,Beach House,1982.0,76,Comedy,,John A. Gallagher
tt0093903,SFX Retaliator,SFX Retaliator,SFX Retaliator,1987.0,85,Action,,Jun Gallardo
tt0101883,The Firing Line,The Firing Line,The Firing Line,1988.0,90,Action,,Jun Gallardo
tt0133739,Crossfire,Esh Tzolevet,Esh Tzolevet,1989.0,90,Drama,Romance,Gideon Ganani
tt0094179,Dreams of Gold,Treasure of the Moon Goddess,Treasure of the Moon Goddess,1987.0,90,Action,Adventure,José Luis García Agraz
tt0097586,"The Useless Death of My Pal, Manolo","The Useless Death of My Pal, Manolo",La inútil muerte de mi socio Manolo,1989.0,84,Drama,,Julio García Espinosa
tt0087735,Model Behavior,Model Behavior,Model Behavior,1982.0,86,Drama,,Bud Gardner
tt0091141,The Goodbye People,The Goodbye People,The Goodbye People,1984.0,104,Comedy,Drama,Herb Gardner
tt0185266,Deadly Daphne's Revenge,Deadly Daphne's Revenge,Deadly Daphne's Revenge,1987.0,88,Drama,Thriller,Richard Gardner
tt0185266,The Hunting Season,Deadly Daphne's Revenge,Deadly Daphne's Revenge,1987.0,88,Drama,Thriller,Richard Gardner
tt0093040,Forest of Bliss,Forest of Bliss,Forest of Bliss,1986.0,90,Documentary,,Robert Gardner
tt3054038,Deep Hearts,Deep Hearts,Deep Hearts,1981.0,\N,Documentary,,Robert Gardner
tt5168754,Ika Hands,Ika Hands,Ika Hands,1988.0,58,Documentary,,Robert Gardner
tt0080542,Clarence and Angel,Clarence and Angel,Clarence and Angel,1980.0,72,Drama,,Robert Gardner
tt1203997,Arab and Jew: Wounded Spirits in a Promised Land,Arab and Jew: Wounded Spirits in a Promised Land,Arab and Jew: Wounded Spirits in a Promised Land,1989.0,120,Documentary,,Robert H. Gardner
tt0091902,White Slave,White Slave,Schiave bianche - Violenza in Amazzonia,1985.0,90,Adventure,Drama,Mario Gariazzo
tt0092592,Top Model,Top Model,L'attrazione,1987.0,81,Thriller,,Mario Gariazzo
tt0380368,The Brother from Space,The Brother from Space,Fratello dello spazio,1988.0,90,Sci-Fi,,Mario Gariazzo
tt0382888,P.A.N.I.C in Griffith Park,P.A.N.I.C in Griffith Park,P.A.N.I.C in Griffith Park,1987.0,70,Drama,,Lee Garlington
tt0085418,Kathleen,Deep in the Heart,Handgun,1983.0,101,Crime,Drama,Tony Garnett
tt0085418,Deep in the Heart,Deep in the Heart,Handgun,1983.0,101,Crime,Drama,Tony Garnett
tt0228196,Death Collector,Death Collector,Death Collector,1988.0,92,Action,Sci-Fi,Tom Garrett
tt0228196,Tin Star Void,Death Collector,Death Collector,1988.0,92,Action,Sci-Fi,Tom Garrett
tt0306681,Lessons for the Lovelorn,Corse a perdicuore,Corse a perdicuore,1980.0,97,Comedy,Romance,Mario Garriba
tt0094919,Critters 2: The Main Course,Critters 2,Critters 2,1988.0,86,Comedy,Horror,Mick Garris
tt0094919,Critters 2,Critters 2,Critters 2,1988.0,86,Comedy,Horror,Mick Garris
tt0233004,Devil's Story,Devil Story,Il était une fois le diable,1986.0,72,Horror,,Bernard Launois
tt0233004,Devil Story,Devil Story,Il était une fois le diable,1986.0,72,Horror,,Bernard Launois
tt2127374,Thin Ice,Thin Ice,Thin Ice,1988.0,59,Drama,,Rick Garside
tt0090092,Stripper,Stripper,Stripper,1985.0,90,Documentary,,Jerome Gary
tt0096302,Traxx,Traxx,Traxx,1988.0,84,Action,Comedy,Jerome Gary
tt0099499,An Empty Bed,An Empty Bed,An Empty Bed,1989.0,56,Drama,,Mark Gasper
tt5452740,Working for the Skin Trade: Duran Duran,Working for the Skin Trade: Duran Duran,Working for the Skin Trade: Duran Duran,1988.0,\N,Documentary,Music,David Gasperik
tt0093668,Pathfinder,Pathfinder,Ofelas,1987.0,86,Action,Adventure,Nils Gaup
tt0437467,Samson and Delilah,Samson and Delilah,Samson dan Delilah,1987.0,\N,Adventure,Fantasy,Sisworo Gautama Putra
tt0096120,Slipping Into Darkness,Slipping Into Darkness,Slipping Into Darkness,1988.0,87,Thriller,,Eleanor Gaver
tt0181589,The Alternative Miss World,The Alternative Miss World,The Alternative Miss World,1980.0,90,Documentary,,Richard Gayer
tt0181589,I Wanna Be a Beauty Queen,The Alternative Miss World,The Alternative Miss World,1980.0,90,Documentary,,Richard Gayer
tt0098623,Warm Summer Rain,Warm Summer Rain,Warm Summer Rain,1989.0,82,Drama,Romance,Joe Gayton
tt0092591,"Athens, Ga. - Inside/Out","Athens, Ga. - Inside/Out","Athens, Ga. - Inside/Out",1987.0,82,Documentary,Music,Tony Gayton
tt0264629,Game of Survival,Games of Survival,Games of Survival,1989.0,\N,Sci-Fi,,Armand Gazarian
tt0264629,Games of Survival,Games of Survival,Games of Survival,1989.0,\N,Sci-Fi,,Armand Gazarian
tt0094763,Monks of Blood,The Bloody Monks,Blood Screams,1989.0,81,Fantasy,Horror,Glenn Gebhard
tt0094763,The Bloody Monks,The Bloody Monks,Blood Screams,1989.0,81,Fantasy,Horror,Glenn Gebhard
tt0096993,Boomerang Boomerang,Boomerang Boomerang,Bumerang - Bumerang,1989.0,102,Crime,Drama,Hans W. Geissendörfer
tt0094077,Surf Nazis Must Die,Surf Nazis Must Die,Surf Nazis Must Die,1987.0,83,Action,Comedy,Peter George
tt0083584,The Second Coming,Ashes and Embers,Ashes and Embers,1982.0,120,Drama,,Haile Gerima
tt0083584,Ashes and Embers,Ashes and Embers,Ashes and Embers,1982.0,120,Drama,,Haile Gerima
tt0088681,After Winter: Sterling Brown,After Winter: Sterling Brown,After Winter: Sterling Brown,1985.0,60,Documentary,,Haile Gerima
tt0067625,Trial on the Road,Trial on the Road,Proverka na dorogakh,1986.0,96,Drama,War,Aleksey German
tt0340794,A Wife for My Son,A Wife for My Son,Jowjet libni,1982.0,90,Drama,,Ali Ghalem
tt0083667,The Blue-Eyed Bandit,The Blue-Eyed Bandit,Il bandito dagli occhi azzurri,1980.0,96,Crime,Drama,Alfredo Giannetti
tt0092071,The Numbers Game,The Numbers Game,Ternosecco,1987.0,125,Comedy,Crime,Giancarlo Giannini
tt0082696,Madman,Madman,Madman,1981.0,88,Horror,Thriller,Joe Giannone
tt0082696,The Legend Lives,Madman,Madman,1981.0,88,Horror,Thriller,Joe Giannone
tt0082696,Madman Marz,Madman,Madman,1981.0,88,Horror,Thriller,Joe Giannone
tt0091053,Fire with Fire,Fire with Fire,Fire with Fire,1986.0,103,Drama,Romance,Duncan Gibbins
tt0481847,Fugitive in Paris,Fugitive in Paris,Fugitive in Paris,1987.0,65,Comedy,,Joe Gibbons
tt0481873,Living in the World,Living in the World,Living in the World,1985.0,95,Comedy,,Joe Gibbons
tt0094728,Midnight Dancer,Midnight Dancer,Belinda,1987.0,97,Drama,,Pamela Gibbons
tt0207083,Scoring in 3D,Scoring!,Scoring!,1985.0,\N,Comedy,,Stephen Gibson
tt0207083,Scoring!,Scoring!,Scoring!,1985.0,\N,Comedy,,Stephen Gibson
tt0090137,Scene of the Crime: A Tooth for a Tooth,Scene of the Crime: A Tooth for a Tooth,Zahn um Zahn,1985.0,95,Action,Crime,Hajo Gies
tt0096380,Vice Versa,Vice Versa,Vice Versa,1988.0,98,Comedy,Fantasy,Brian Gilbert
tt0085478,Educating Rita,Educating Rita,Educating Rita,1983.0,110,Comedy,Drama,Lewis Gilbert
tt0098319,Shirley Valentine,Shirley Valentine,Shirley Valentine,1989.0,108,Comedy,Drama,Lewis Gilbert
tt0088828,Bloody Wednesday,Bloody Wednesday,Bloody Wednesday,1988.0,96,Crime,Horror,Mark G. Gilhuis
tt0088828,Blood Hotel,Bloody Wednesday,Bloody Wednesday,1988.0,96,Crime,Horror,Mark G. Gilhuis
tt0084469,Paradise,Paradise,Paradise,1982.0,100,Adventure,Romance,Stuart Gillard
tt0089203,The Gig,The Gig,The Gig,1985.0,92,Drama,,Frank D. Gilroy
tt0097792,The Luckiest Man in the World,The Luckiest Man in the World,The Luckiest Man in the World,1989.0,85,Comedy,,Frank D. Gilroy
tt0097792,The Second Effort,The Luckiest Man in the World,The Luckiest Man in the World,1989.0,85,Comedy,,Frank D. Gilroy
tt0096971,The Bounty Hunter,The Bounty Hunter,The Bounty Hunter,1989.0,90,Action,Crime,Robert Ginty
tt0182221,I Believe in Santa Claus,J'ai rencontré le Père Noël,J'ai rencontré le Père Noël,1984.0,79,Family,Fantasy,Christian Gion
tt0090866,Combat Shock,Combat Shock,Combat Shock,1984.0,91,Drama,Horror,Buddy Giovinazzo
tt0090866,American Nightmare,Combat Shock,Combat Shock,1984.0,91,Drama,Horror,Buddy Giovinazzo
tt0093186,Adult Education,Hiding Out,Hiding Out,1987.0,98,Comedy,Drama,Bob Giraldi
tt0093186,Hiding Out,Hiding Out,Hiding Out,1987.0,98,Comedy,Drama,Bob Giraldi
tt0244100,Night of Terror,Night of Terror,Night of Terror,1986.0,90,Horror,,Felix Girard
tt0200940,Over-sexed Rugsuckers from Mars,Over-sexed Rugsuckers from Mars,Over-sexed Rugsuckers from Mars,1989.0,87,Comedy,Sci-Fi,Michael Paul Girard
tt0200940,Vacusapien,Over-sexed Rugsuckers from Mars,Over-sexed Rugsuckers from Mars,1989.0,87,Comedy,Sci-Fi,Michael Paul Girard
tt0083109,The Cabbage Soup,The Cabbage Soup,La soupe aux choux,1981.0,98,Comedy,Sci-Fi,Jean Girault
tt0083996,The Troops & Troop-ettes,The Troops & Troop-ettes,Le gendarme et les gendarmettes,1982.0,102,Comedy,Crime,Jean Girault
tt0079788,Zombie 3,Zombie Holocaust,Zombi Holocaust,1980.0,84,Horror,,Marino Girolami
tt0079788,Doctor Butcher,Zombie Holocaust,Zombi Holocaust,1980.0,84,Horror,,Marino Girolami
tt0079788,Doctor Butcher M.D.,Zombie Holocaust,Zombi Holocaust,1980.0,84,Horror,,Marino Girolami
tt0079788,Zombie Holocaust,Zombie Holocaust,Zombi Holocaust,1980.0,84,Horror,,Marino Girolami
tt0079788,"Dr. Butcher, Medical Deviate",Zombie Holocaust,Zombi Holocaust,1980.0,84,Horror,,Marino Girolami
tt0079788,Dr. Butcher M.D.,Zombie Holocaust,Zombi Holocaust,1980.0,84,Horror,,Marino Girolami
tt0082904,Desirable Teacher,Pierino contro tutti,Pierino contro tutti,1981.0,92,Comedy,,Marino Girolami
tt0084495,Desirable Teacher 2,Pierino Strikes Again,Pierino colpisce ancora,1982.0,90,Comedy,,Marino Girolami
tt0133410,Berlin-Jerusalem,Berlin-Jerusalem,Berlin-Yerushalaim,1989.0,89,Drama,,Amos Gitai
tt0130335,The Unity of Picasso's Art: A Master Lecture by Professor Meyer Schapiro,The Unity of Picasso's Art: A Master Lecture by Professor Meyer Schapiro,The Unity of Picasso's Art: A Master Lecture by Professor Meyer Schapiro,1986.0,92,Biography,Documentary,Philip Gittelman
tt0082733,Memoirs of a Survivor,Memoirs of a Survivor,Memoirs of a Survivor,1981.0,115,Sci-Fi,,David Gladwell
tt0094071,Summer Heat,Summer Heat,Summer Heat,1987.0,80,Drama,,Michie Gleason
tt0173697,Broken English,Broken English,Broken English,1981.0,93,Drama,,Michie Gleason
tt0082398,For Your Eyes Only,For Your Eyes Only,For Your Eyes Only,1981.0,127,Action,Adventure,John Glen
tt0086034,Octopussy,Octopussy,Octopussy,1983.0,131,Action,Adventure,John Glen
tt0090264,Bond 14,A View to a Kill,A View to a Kill,1985.0,131,Action,Adventure,John Glen
tt0090264,A View to a Kill,A View to a Kill,A View to a Kill,1985.0,131,Action,Adventure,John Glen
tt0093428,James Bond 007: The Living Daylights,The Living Daylights,The Living Daylights,1987.0,130,Action,Adventure,John Glen
tt0097742,License to Kill,Licence to Kill,Licence to Kill,1989.0,133,Action,Adventure,John Glen
tt0080707,The Exterminator,The Exterminator,The Exterminator,1980.0,104,Action,Crime,James Glickenhaus
tt0084704,The Soldier,The Soldier,The Soldier,1982.0,96,Action,Adventure,James Glickenhaus
tt0089847,The Protector,The Protector,The Protector,1985.0,91,Action,Crime,James Glickenhaus
tt0096087,Shakedown,Shakedown,Shakedown,1988.0,112,Action,Crime,James Glickenhaus
tt0081445,Back in the U.S.A.,Running Scared,Running Scared,1980.0,96,Action,Adventure,Paul Glickler
tt0081445,Desperate Men,Running Scared,Running Scared,1980.0,96,Action,Adventure,Paul Glickler
tt0081445,Running Scared,Running Scared,Running Scared,1980.0,96,Action,Adventure,Paul Glickler
tt0087675,Man Without Memory,Man Without Memory,Mann ohne Gedächtnis,1984.0,90,Drama,,Kurt Gloor
tt0094130,Devil's Paradise,Devil's Paradise,Des Teufels Paradies,1987.0,94,Adventure,Drama,Vadim Glowna
tt0090554,38,38,'38,1986.0,97,Drama,,Wolfgang Glück
tt0093507,He-Man and The Masters of the Universe,Masters of the Universe,Masters of the Universe,1987.0,106,Action,Adventure,Gary Goddard
tt0093507,Masters of the Universe,Masters of the Universe,Masters of the Universe,1987.0,106,Action,Adventure,Gary Goddard
tt0093507,Masters of the Universe: The Motion Picture,Masters of the Universe,Masters of the Universe,1987.0,106,Action,Adventure,Gary Goddard
tt0086990,Bones,Bones,Parker,1985.0,97,Crime,Drama,Jim Goddard
tt0091934,Shanghai Surprise,Shanghai Surprise,Shanghai Surprise,1986.0,97,Adventure,Comedy,Jim Goddard
tt0162318,Far from Poland,Far from Poland,Far from Poland,1984.0,106,Documentary,,Jill Godmilow
tt0080380,The Apple,The Apple,The Apple,1980.0,90,Music,Musical,Menahem Golan
tt0082332,Enter the Ninja,Enter the Ninja,Enter the Ninja,1981.0,99,Action,Crime,Menahem Golan
tt0087864,Over the Brooklyn Bridge,Over the Brooklyn Bridge,Over the Brooklyn Bridge,1984.0,108,Comedy,,Menahem Golan
tt0087864,My Darling Shiksa,Over the Brooklyn Bridge,Over the Brooklyn Bridge,1984.0,108,Comedy,,Menahem Golan
tt0090927,The Delta Force,The Delta Force,The Delta Force,1986.0,125,Action,Adventure,Menahem Golan
tt0093692,Meet Me Half Way,Over the Top,Over the Top,1987.0,93,Action,Drama,Menahem Golan
tt0093692,Over the Top,Over the Top,Over the Top,1987.0,93,Action,Drama,Menahem Golan
tt0095275,Innocent Heroes,Hanna's War,Hanna's War,1988.0,148,Biography,Drama,Menahem Golan
tt0095275,Hanna's War,Hanna's War,Hanna's War,1988.0,148,Biography,Drama,Menahem Golan
tt0093224,House of the Rising Sun,House of the Rising Sun,House of the Rising Sun,1987.0,86,Drama,,Greg Gold
tt0095145,Feds,Feds,Feds,1988.0,82,Comedy,Crime,Daniel Goldberg
tt0095145,G-Men,Feds,Feds,1988.0,82,Comedy,Crime,Daniel Goldberg
tt0097142,Dad,Dad,Dad,1989.0,117,Comedy,Drama,Gary David Goldberg
tt0094961,Dead Heat,Dead Heat,Dead Heat,1988.0,86,Action,Comedy,Mark Goldblatt
tt0098141,The Punisher,The Punisher,The Punisher,1989.0,89,Action,Crime,Mark Goldblatt
tt0092285,Zeisters,Zeisters,Zeisters,1986.0,78,Comedy,,John Golden
tt0095924,Pulse,Pulse,Pulse,1988.0,95,Horror,Sci-Fi,Paul Golding
tt0095002,Sand Wars,Desert Warrior,Desert Warrior,1988.0,89,Action,Sci-Fi,Jim Goldman
tt0095002,Desert Warrior,Desert Warrior,Desert Warrior,1988.0,89,Action,Sci-Fi,Jim Goldman
tt0349667,A Jumpin' Night in the Garden of Eden,A Jumpin' Night in the Garden of Eden,A Jumpin' Night in the Garden of Eden,1988.0,80,Documentary,,Michal Goldman
tt0455647,NBC in Lebanon: A Study of Media Misrepresentation,NBC in Lebanon: A Study of Media Misrepresentation,NBC in Lebanon: A Study of Media Misrepresentation,1983.0,58,Documentary,,Peter Emmanuel Goldman
tt0124869,Senior Week,Senior Week,Senior Week,1987.0,98,Comedy,,Stuart A. Goldman
tt0124205,Voices from the Attic,Voices from the Attic,Voices from the Attic,1988.0,60,Documentary,,Debbie Goodstein
tt0090286,Walls of Glass,Walls of Glass,Walls of Glass,1985.0,86,Comedy,Drama,Scott D. Goldstein
tt0090286,Flanagan,Walls of Glass,Walls of Glass,1985.0,86,Comedy,Drama,Scott D. Goldstein
tt0081747,When Time Ran Out...,When Time Ran Out...,When Time Ran Out...,1980.0,121,Action,Adventure,James Goldstone
tt0081747,Earth's Final Fury,When Time Ran Out...,When Time Ran Out...,1980.0,121,Action,Adventure,James Goldstone
tt0081747,The Day the World Ended,When Time Ran Out...,When Time Ran Out...,1980.0,121,Action,Adventure,James Goldstone
tt0094086,Sweet Lorraine,Sweet Lorraine,Sweet Lorraine,1987.0,91,Drama,,Steve Gomer
tt10685192,Joe Chaikin Going On,Joe Chaikin Going On,Joe Chaikin Going On,1983.0,58,Documentary,,Steve Gomer
tt0094883,Clay Farmers,Clay Farmers,Clay Farmers,1988.0,60,Drama,,A.P. Gonzalez
tt0081996,South of Eden,Al sur del edén,Al sur del edén,1982.0,92,Drama,,Ismael González
tt0097338,Mangled Alive,Fatal Exposure,Fatal Exposure,1989.0,83,Horror,,Peter B. Good
tt0097338,Fatal Exposure,Fatal Exposure,Fatal Exposure,1989.0,83,Horror,,Peter B. Good
tt0261966,The Jackpot,Satan's Touch,Satan's Touch,1984.0,85,Horror,,John D. Goodell
tt0261966,Taking It to the Street,Satan's Touch,Satan's Touch,1984.0,85,Horror,,John D. Goodell
tt0261966,Satan's Touch,Satan's Touch,Satan's Touch,1984.0,85,Horror,,John D. Goodell
tt0082318,Rat-Trap,Rat-Trap,Elippathayam,1982.0,121,Drama,,Adoor Gopalakrishnan
tt0086130,Portfolio,Portfolio,Portfolio,1983.0,83,Drama,,Robert Guralnick
tt0086130,The Look,Portfolio,Portfolio,1983.0,83,Drama,,Robert Guralnick
tt0299010,The Look,The Look,The Look,1985.0,83,Documentary,,Robert Guralnick
tt0082116,Burned at the Stake,Burned at the Stake,Burned at the Stake,1982.0,88,Horror,,Bert I. Gordon
tt0082116,The Coming,Burned at the Stake,Burned at the Stake,1982.0,88,Horror,,Bert I. Gordon
tt0084241,Let's Do It!,Let's Do It!,Let's Do It!,1982.0,82,Comedy,,Bert I. Gordon
tt0084241,Doing It,Let's Do It!,Let's Do It!,1982.0,82,Comedy,,Bert I. Gordon
tt0088800,The Big Bet,The Big Bet,The Big Bet,1985.0,90,Comedy,Romance,Bert I. Gordon
tt0100550,Satan's Princess,Satan's Princess,Satan's Princess,1989.0,90,Crime,Horror,Bert I. Gordon
tt0090251,Variety,Variety,Variety,1983.0,100,Drama,,Bette Gordon
tt0094869,The Chocolate War,The Chocolate War,The Chocolate War,1988.0,100,Drama,,Keith Gordon
tt0082031,Arthur,Arthur,Arthur,1981.0,97,Comedy,Romance,Steve Gordon
tt0089221,The Gospel According to Vic,The Gospel According to Vic,Heavenly Pursuits,1986.0,92,Comedy,Drama,Charles Gormley
tt0092796,The Hitch-hiker,Creepshow 2,Creepshow 2,1987.0,92,Fantasy,Horror,Michael Gornick
tt0092796,Old Chief Wood'nhead,Creepshow 2,Creepshow 2,1987.0,92,Fantasy,Horror,Michael Gornick
tt0092796,Creepshow 2,Creepshow 2,Creepshow 2,1987.0,92,Fantasy,Horror,Michael Gornick
tt0092796,Dead and Undead: Creepshow 2,Creepshow 2,Creepshow 2,1987.0,92,Fantasy,Horror,Michael Gornick
tt0092796,The Raft,Creepshow 2,Creepshow 2,1987.0,92,Fantasy,Horror,Michael Gornick
tt0086369,A Question of Silence,A Question of Silence,De stilte rond Christine M.,1982.0,92,Drama,,Marleen Gorris
tt0163777,Onimasa: A Japanese Godfather,Onimasa,Kiryûin Hanako no shôgai,1982.0,146,Drama,,Hideo Gosha
tt0163777,Onimasa,Onimasa,Kiryûin Hanako no shôgai,1982.0,146,Drama,,Hideo Gosha
tt0202500,Carmen 1945,Carmen 1945,Nikutai no mon,1988.0,119,Action,Crime,Hideo Gosha
tt0203022,Four Days of Snow and Blood,Four Days of Snow and Blood,226,1989.0,114,Action,Drama,Hideo Gosha
tt0225881,The Yakuza Wives,Yakuza Ladies,Gokudô no onna-tachi,1986.0,120,Crime,,Hideo Gosha
tt0459867,Fireflies in the North,Kita no hotaru,Kita no hotaru,1984.0,125,Drama,,Hideo Gosha
tt1174690,Diary of Cristina Gaston,Diary of Cristina Gaston,Diary of Cristina Gaston,1982.0,\N,Drama,,Joey Gosiengfiao
tt0094156,Pure America,Pure America,Tiszta Amerika,1987.0,113,Drama,,Péter Gothár
tt0082146,Caveman,Caveman,Caveman,1981.0,91,Comedy,Romance,Carl Gottlieb
tt0233461,Clear That Brush the Safe Way!,Clear That Brush the Safe Way!,Clear That Brush the Safe Way!,1987.0,\N,Documentary,,David N. Gottlieb
tt0234226,Meet Your Animal Friends,Meet Your Animal Friends,Meet Your Animal Friends,1983.0,\N,Documentary,Family,David N. Gottlieb
tt0234422,A Parent's Guide to the Intensive Care Nursery,A Parent's Guide to the Intensive Care Nursery,A Parent's Guide to the Intensive Care Nursery,1988.0,\N,Documentary,,David N. Gottlieb
tt0235083,Your New Baby,Your New Baby,Your New Baby,1989.0,\N,Documentary,,David N. Gottlieb
tt0092013,Kiss of the Cobra,Der Stein des Todes,Der Stein des Todes,1987.0,93,Action,,Franz Josef Gottlieb
tt0089393,Just One of the Guys,Just One of the Guys,Just One of the Guys,1985.0,100,Comedy,Romance,Lisa Gottlieb
tt0089393,I Was a Teenage Boy,Just One of the Guys,Just One of the Guys,1985.0,100,Comedy,Romance,Lisa Gottlieb
tt0093493,Perfect Timing,Mannequin,Mannequin,1987.0,90,Comedy,Fantasy,Michael Gottlieb
tt0093493,Mannequin,Mannequin,Mannequin,1987.0,90,Comedy,Fantasy,Michael Gottlieb
tt0084361,Half a Life,Mourir à 30 ans,Mourir à 30 ans,1982.0,95,Documentary,,Romain Goupil
tt0092879,Ten Little Indians,Ten Little Indians,Desyat negrityat,1987.0,137,Crime,Drama,Stanislav Govorukhin
tt0095585,Mannigan's Force,Mannigan's Force,Mannigan's Force,1988.0,81,Action,Adventure,Tata Esteban
tt0944119,Magic of the Universe,Salamamgkero,Salamamgkero,1986.0,85,Fantasy,Horror,Tata Esteban
