tconst,title,primaryTitle,originalTitle,startYear,runtimeMinutes,genre1,genre2,genre3
tt0082559,Zombi 4,Hell of the Living Dead,Virus,1980.0,99,Horror,Sci-Fi,Thriller
tt0082559,Hell of the Living Dead,Hell of the Living Dead,Virus,1980.0,99,Horror,Sci-Fi,Thriller
tt0082677,Looker,Looker,Looker,1981.0,93,Drama,Sci-Fi,Thriller
tt0082815,Night of the Zombies,Night of the Zombies,Night of the Zombies,1981.0,88,Horror,Sci-Fi,
tt0082815,Night of the Zombies II,Night of the Zombies,Night of the Zombies,1981.0,88,Horror,Sci-Fi,
tt0082815,Sister of Death,Night of the Zombies,Night of the Zombies,1981.0,88,Horror,Sci-Fi,
tt0082815,Night of the Zombies: Battalion of the Living Dead,Night of the Zombies,Night of the Zombies,1981.0,88,Horror,Sci-Fi,
tt0083109,The Cabbage Soup,The Cabbage Soup,La soupe aux choux,1981.0,98,Comedy,Sci-Fi,
tt0083197,The Passage,Threshold,Threshold,1981.0,97,Drama,Sci-Fi,
tt0083530,Airplane II: The Sequel,Airplane II: The Sequel,Airplane II: The Sequel,1982.0,85,Comedy,Sci-Fi,
tt0083530,Flying High II,Airplane II: The Sequel,Airplane II: The Sequel,1982.0,85,Comedy,Sci-Fi,
tt0083658,Blade Runner,Blade Runner,Blade Runner,1982.0,117,Action,Sci-Fi,Thriller
tt0083658,Dangerous Days,Blade Runner,Blade Runner,1982.0,117,Action,Sci-Fi,Thriller
tt0083801,Deadly Eyes,Deadly Eyes,Deadly Eyes,1982.0,87,Horror,Sci-Fi,Thriller
tt0083866,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982.0,115,Family,Sci-Fi,
tt0083866,E.T. and Me,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982.0,115,Family,Sci-Fi,
tt0083866,A Boy's Life,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982.0,115,Family,Sci-Fi,
tt0083866,Night Skies,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982.0,115,Family,Sci-Fi,
tt0083866,E.T.,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982.0,115,Family,Sci-Fi,
tt0083866,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982.0,115,Family,Sci-Fi,
tt0083959,Forbidden World,Forbidden World,Forbidden World,1982.0,77,Horror,Sci-Fi,
tt0084056,Digital Master,Health Warning,Da lui toi,1983.0,78,Action,Sci-Fi,
tt0084090,Horror Planet,Inseminoid,Inseminoid,1981.0,93,Horror,Sci-Fi,
tt0084090,Horrorplanet,Inseminoid,Inseminoid,1981.0,93,Horror,Sci-Fi,
tt0084316,Megaforce,Megaforce,Megaforce,1982.0,99,Action,Sci-Fi,
tt0084424,Warriors of the Wasteland,Warriors of the Wasteland,I nuovi barbari,1983.0,91,Action,Sci-Fi,Thriller
tt0084424,The New Barbarians: Warriors of the Wasteland,Warriors of the Wasteland,I nuovi barbari,1983.0,91,Action,Sci-Fi,Thriller
tt0084472,Parasite 3D,Parasite,Parasite,1982.0,85,Horror,Sci-Fi,
tt0084472,Parasite,Parasite,Parasite,1982.0,85,Horror,Sci-Fi,
tt0084745,Swamp Thing,Swamp Thing,Swamp Thing,1982.0,91,Horror,Sci-Fi,
tt0084796,Time Walker,Time Walker,Time Walker,1982.0,83,Horror,Sci-Fi,
tt0084796,Pharaoh,Time Walker,Time Walker,1982.0,83,Horror,Sci-Fi,
tt0084796,Being from Another Planet,Time Walker,Time Walker,1982.0,83,Horror,Sci-Fi,
tt0085124,1990: The Bronx Warriors,1990: The Bronx Warriors,1990: I guerrieri del Bronx,1982.0,92,Action,Sci-Fi,Thriller
tt0085124,1990: Bronx Warriors,1990: The Bronx Warriors,1990: I guerrieri del Bronx,1982.0,92,Action,Sci-Fi,Thriller
tt0085169,Anna to the Infinite Power,Anna to the Infinite Power,Anna to the Infinite Power,1983.0,101,Drama,Sci-Fi,
tt0085224,The Being,The Being,The Being,1983.0,82,Horror,Sci-Fi,
tt0085224,Beauty and the Beast,The Being,The Being,1983.0,82,Horror,Sci-Fi,
tt0085392,It's Alright My Friend,"It's All Right, My Friend","Daijôbu, mai furendo",1983.0,119,Comedy,Sci-Fi,
tt0085453,Tomorrow We Dance,Tomorrow We Dance,Domani si balla!,1982.0,100,Comedy,Sci-Fi,
tt0085468,Spanish E.T.,El E.T.E. y el Oto,El E.T.E. y el Oto,1983.0,70,Comedy,Sci-Fi,
tt0085514,Exterminators in the Year 3000,The Exterminators of the Year 3000,Il giustiziere della strada,1983.0,83,Action,Sci-Fi,
tt0085514,The Exterminators of the Year 3000,The Exterminators of the Year 3000,Il giustiziere della strada,1983.0,83,Action,Sci-Fi,
tt0086013,Terror from the Unknown,Nightbeast,Nightbeast,1982.0,80,Horror,Sci-Fi,
tt0086013,Night Beast,Nightbeast,Nightbeast,1982.0,80,Horror,Sci-Fi,
tt0086013,Nightbeast,Nightbeast,Nightbeast,1982.0,80,Horror,Sci-Fi,
tt0086014,Nightmares,Nightmares,Nightmares,1983.0,99,Horror,Sci-Fi,
tt0086014,The Bishop of Battle,Nightmares,Nightmares,1983.0,99,Horror,Sci-Fi,
tt0086014,Terror in Topanga,Nightmares,Nightmares,1983.0,99,Horror,Sci-Fi,
tt0086014,The Benediction,Nightmares,Nightmares,1983.0,99,Horror,Sci-Fi,
tt0086014,Night of the Rat,Nightmares,Nightmares,1983.0,99,Horror,Sci-Fi,
tt0086135,The Raiders of Atlantis,Atlantis Interceptors,I predatori di Atlantide,1983.0,92,Action,Sci-Fi,
tt0086135,Atlantis Interceptors,Atlantis Interceptors,I predatori di Atlantide,1983.0,92,Action,Sci-Fi,
tt0086135,Raiders of Atlantis,Atlantis Interceptors,I predatori di Atlantide,1983.0,92,Action,Sci-Fi,
tt0086176,Rats: Night of Terror,Rats: Night of Terror,Rats - Notte di terrore,1984.0,97,Horror,Sci-Fi,
tt0086222,Rush,Rush,Rush,1983.0,77,Adventure,Sci-Fi,
tt0086247,Bye Bye Jupiter,Bye Bye Jupiter,"Sayônara, Jûpetâ",1984.0,130,Drama,Sci-Fi,
tt0086349,Death Bite,Spasms,Spasms,1983.0,90,Horror,Sci-Fi,
tt0086349,Spasms,Spasms,Spasms,1983.0,90,Horror,Sci-Fi,
tt0086381,Stryker,Stryker,Stryker,1983.0,86,Action,Sci-Fi,
tt0086491,Kick the Can,Twilight Zone: The Movie,Twilight Zone: The Movie,1983.0,101,Horror,Sci-Fi,
tt0086491,"Nightmare at 20,000 Feet",Twilight Zone: The Movie,Twilight Zone: The Movie,1983.0,101,Horror,Sci-Fi,
tt0086491,It's a Good Life,Twilight Zone: The Movie,Twilight Zone: The Movie,1983.0,101,Horror,Sci-Fi,
tt0086491,Twilight Zone: The Movie,Twilight Zone: The Movie,Twilight Zone: The Movie,1983.0,101,Horror,Sci-Fi,
tt0086541,Videodrome,Videodrome,Videodrome,1983.0,87,Horror,Sci-Fi,Thriller
tt0086610,X-tro,Xtro,Xtro,1982.0,81,Horror,Sci-Fi,
tt0086967,Biohazard,Biohazard,Biohazard,1985.0,84,Horror,Sci-Fi,
tt0086978,Blind Date,Blind Date,Blind Date,1984.0,104,Horror,Sci-Fi,Thriller
tt0087004,The Brother from Another Planet,The Brother from Another Planet,The Brother from Another Planet,1984.0,108,Comedy,Sci-Fi,
tt0087015,C.H.U.D.,C.H.U.D.,C.H.U.D.,1984.0,88,Horror,Sci-Fi,
tt0087043,The Invisible Man,The Invisible Man,Chelovek-nevidimka,1984.0,89,Drama,Sci-Fi,
tt0087303,A Man Called Rage,A Man Called Rage,Rage - Fuoco incrociato,1984.0,91,Action,Sci-Fi,Thriller
tt0087452,Iceman,Iceman,Iceman,1984.0,100,Drama,Sci-Fi,
tt0087622,The Lift,The Lift,De lift,1983.0,95,Horror,Sci-Fi,Thriller
tt0087796,Things in the Night,Mutant,Night Shadows,1984.0,99,Horror,Sci-Fi,Thriller
tt0087796,Mutant,Mutant,Night Shadows,1984.0,99,Horror,Sci-Fi,Thriller
tt0087796,Pestilence,Mutant,Night Shadows,1984.0,99,Horror,Sci-Fi,Thriller
tt0087796,Toxic Waste,Mutant,Night Shadows,1984.0,99,Horror,Sci-Fi,Thriller
tt0087796,The Pestilence,Mutant,Night Shadows,1984.0,99,Horror,Sci-Fi,Thriller
tt0087803,1984,1984,Nineteen Eighty-Four,1984.0,113,Drama,Sci-Fi,
tt0087998,Return of the Alien's Deadly Spawn,The Deadly Spawn,The Deadly Spawn,1983.0,81,Horror,Sci-Fi,
tt0087998,The Alien's Deadly Spawn,The Deadly Spawn,The Deadly Spawn,1983.0,81,Horror,Sci-Fi,
tt0087998,The Deadly Spawn,The Deadly Spawn,The Deadly Spawn,1983.0,81,Horror,Sci-Fi,
tt0088172,Starman,Starman,Starman,1984.0,115,Romance,Sci-Fi,
tt0088172,John Carpenter's Starman,Starman,Starman,1984.0,115,Romance,Sci-Fi,
tt0088247,The Terminator,The Terminator,The Terminator,1984.0,107,Action,Sci-Fi,
tt0088247,Terminator,The Terminator,The Terminator,1984.0,107,Action,Sci-Fi,
tt0088846,Brazil,Brazil,Brazil,1985.0,132,Drama,Sci-Fi,
tt0088940,Light Blast,Light Blast,Colpi di luce,1985.0,86,Action,Sci-Fi,Thriller
tt0088940,Lightblast,Light Blast,Colpi di luce,1985.0,86,Action,Sci-Fi,Thriller
tt0088955,The Cosmic Eye,The Cosmic Eye,The Cosmic Eye,1986.0,71,Animation,Sci-Fi,
tt0088961,Titan Find,Creature,Creature,1985.0,97,Horror,Sci-Fi,
tt0088961,Creature,Creature,Creature,1985.0,97,Horror,Sci-Fi,
tt0088979,D.A.R.Y.L.,D.A.R.Y.L.,D.A.R.Y.L.,1985.0,99,Family,Sci-Fi,
tt0089002,Death Warmed Over,Death Warmed Up,Death Warmed Up,1984.0,82,Horror,Sci-Fi,
tt0089091,Endgame,Endgame - Bronx lotta finale,Endgame - Bronx lotta finale,1983.0,98,Action,Sci-Fi,Thriller
tt0089104,Escape from the Bronx,Escape from the Bronx,Fuga dal Bronx,1983.0,89,Action,Sci-Fi,Thriller
tt0089109,Evils of the Night,Evils of the Night,Evils of the Night,1985.0,84,Horror,Sci-Fi,
tt0089622,Morons from Outer Space,Morons from Outer Space,Morons from Outer Space,1985.0,90,Comedy,Sci-Fi,
tt0089912,The Revenge of the Teenage Vixens from Outer Space,The Revenge of the Teenage Vixens from Outer Space,The Revenge of the Teenage Vixens from Outer Space,1985.0,83,Comedy,Sci-Fi,
tt0090054,Space Rage,Space Rage,Space Rage,1985.0,77,Action,Sci-Fi,Western
tt0090149,Terror in the Swamp,Terror in the Swamp,Terror in the Swamp,1985.0,87,Horror,Sci-Fi,
tt0090149,Nutria Man: Terror in the Swamp,Terror in the Swamp,Terror in the Swamp,1985.0,87,Horror,Sci-Fi,
tt0090169,Thunder Run,Thunder Run,Thunder Run,1986.0,90,Action,Sci-Fi,Thriller
tt0090192,Trancers,Trancers,Trancers,1984.0,76,Action,Sci-Fi,
tt0090293,Warning Sign,Warning Sign,Warning Sign,1985.0,99,Drama,Sci-Fi,Thriller
tt0090296,Warriors of the Apocalypse,Warriors of the Apocalypse,Warriors of the Apocalypse,1985.0,96,Action,Sci-Fi,
tt0090771,Breeders,Breeders,Breeders,1986.0,77,Horror,Sci-Fi,
tt0090836,Choke Canyon,Choke Canyon,Choke Canyon,1986.0,94,Action,Sci-Fi,
tt0090836,On Dangerous Grounds,Choke Canyon,Choke Canyon,1986.0,94,Action,Sci-Fi,
tt0090968,Dr. Otto and the Riddle of the Gloom Beam,Dr. Otto and the Riddle of the Gloom Beam,Dr. Otto and the Riddle of the Gloom Beam,1985.0,97,Comedy,Sci-Fi,
tt0091083,H.P. Lovecraft's From Beyond,From Beyond,From Beyond,1986.0,85,Horror,Sci-Fi,
tt0091083,From Beyond,From Beyond,From Beyond,1986.0,85,Horror,Sci-Fi,
tt0091110,Ghost Warrior,Ghost Warrior,Ghost Warrior,1984.0,81,Action,Sci-Fi,
tt0091166,Hands of Steel,Hands of Steel,Vendetta dal futuro,1986.0,94,Action,Sci-Fi,
tt0091238,From Another Star,Hyper Sapien: People from Another Star,Hyper Sapien: People from Another Star,1986.0,92,Family,Sci-Fi,
tt0091276,Invaders from Mars,Invaders from Mars,Invaders from Mars,1986.0,100,Horror,Sci-Fi,
tt0091343,The Kindred,The Kindred,The Kindred,1987.0,91,Horror,Sci-Fi,Thriller
tt0091631,Nightmare Weekend,Nightmare Weekend,Nightmare Weekend,1986.0,88,Horror,Sci-Fi,
tt0091853,Riders of the Storm,The American Way,The American Way,1986.0,92,Comedy,Sci-Fi,
tt0092006,Star Crystal,Star Crystal,Star Crystal,1986.0,91,Horror,Sci-Fi,Thriller
tt0092224,Wired to Kill,Wired to Kill,Wired to Kill,1986.0,86,Action,Sci-Fi,
tt0092531,Alien Private Eye,Alien Private Eye,Alien Private Eye,1989.0,90,Action,Sci-Fi,
tt0092531,"Lemro, Private Eye",Alien Private Eye,Alien Private Eye,1989.0,90,Action,Sci-Fi,
tt0092546,Silly Pâté,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Reckless Youth,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Roast Your Loved One,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Pethouse Video,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Antony & Cleopatra,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Bullshit or Not,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Baloney or Not?,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Art Sale,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Hospital,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Son of the Invisible Man,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,French Ventriloquist's Dummy,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Video Date,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Amazon Women on the Moon,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,Hairlooming,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
tt0092546,The Best Movie Ever Made,Amazon Women on the Moon,Amazon Women on the Moon,1987.0,85,Comedy,Sci-Fi,
